source_material_code,cpse_id,sector,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
MAT-341039,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,STUD BOLT 7/8 IN X 150MM B7 W/2NUTS 2H,stud bolt 7/8 in x 150mm b7 w/2nuts 2h,CNMC-FAS-STUD-78INCHX150MM-B7-2H-05345,HIGH TENSILE ALLOY STEEL STUD BOLT 7/8 INCH X 150MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,SET,SET,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,536.64,56,178
MAT-903490,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,STUD BOLT 5/8 INCH X 110MM B7 W/2NUTS 2H,stud bolt 5/8 inch x 110mm b7 w/2nuts 2h,CNMC-FAS-STUD-58INCHX110MM-B7-2H-05346,HIGH TENSILE ALLOY STEEL STUD BOLT 5/8 INCH X 110MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,SET,SET,UNIQUE,1.0,AUTO_APPROVED,,250.66,364,1224
MAT-839262,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,BEARING SPH ROLLER 22218K NORMAL,bearing sph roller 22218k normal,CNMC-BRG-SPH-22218K-NORMAL-05347,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,8188.72,35,106
MAT-908333,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,GATE VALVE 3 INCH 300# WCB FLGD,gate valve 3 inch 300# wcb flgd,CNMC-VLV-GATE-3INCH-300#-WCB-05348,GATE VALVE 3 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,32114.5,4,12
MAT-236674,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-05349,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2350.55,17,38
MAT-522741,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,PIPE SMLS CS 6 INCH SCH40 ASTM A106 GR B,pipe smls cs 6 inch sch40 astm a106 gr b,CNMC-PIPE-6INCH-SCH40-ASTMA106GRB-05350,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,2644.14,12,44
MAT-679129,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,SPIRAL WOUND GASKET 2 INCH 150# SS304/GR,spiral wound gasket 2 inch 150# ss304/gr,CNMC-SEAL-SPRL-2INCH-150#-SS304-05351,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,275.67,34,171
MAT-832530,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,"SPIRAL WOUND GASKET 2 "" 150# SS304/GRAPH","spiral wound gasket 2 "" 150# ss304/graph",CNMC-SEAL-SPRL-2INCH-150#-SS304-05351,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,370.73,32,93
MAT-889281,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING SPH ROLLER 22218K C3,bearing sph roller 22218k c3,CNMC-BRG-SPH-22218K-C3-05352,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9532.65,8,24
MAT-484488,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,FLANGE WNRF 2 INCH 300# A105,flange wnrf 2 inch 300# a105,CNMC-FLG-WNRF-2INCH-300#-A105-05353,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 300# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1934.44,6,21
MAT-273098,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MCCB 100A 3P 25KA THERM-MAG,mccb 100a 3p 25ka therm-mag,CNMC-ELE-MCCB-100A-3P-25KA-05354,MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,11073.74,7,17
MAT-988662,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,PIPE SMLS CS 6 INCH SCH40 ASTM A106 GR B,pipe smls cs 6 inch sch40 astm a106 gr b,CNMC-PIPE-6INCH-SCH40-ASTMA106GRB-05355,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,3284.7,9,34
MAT-453938,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,Pipe Smls Cs 6 In Sch40 Astm A106 Gr B,pipe smls cs 6 in sch40 astm a106 gr b,CNMC-PIPE-6INCH-SCH40-ASTMA106GRB-05355,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,2595.75,5,13
MAT-897189,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,CONTACTOR 32A 3P 230VAC 3TF34,contactor 32a 3p 230vac 3tf34,CNMC-ELE-CONT-32A-3TF34-230V-05356,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4012.68,2,9
MAT-752449,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,CONTACTOR 32A 3P 230VAC 3TF34,contactor 32a 3p 230vac 3tf34,CNMC-ELE-CONT-32A-3TF34-230V-05357,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,3431.51,7,26
MAT-188868,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING SPH ROLLER 22218K NORMAL,bearing sph roller 22218k normal,CNMC-BRG-SPH-22218K-NORMAL-05358,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,7081.65,7,33
MAT-913761,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,CONTACTOR 9A 3P 230VAC 3TF30,contactor 9a 3p 230vac 3tf30,CNMC-ELE-CONT-9A-3TF30-230V-05359,3-POLE POWER CONTACTOR 9A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1806.82,1,9
MAT-217927,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING SPH ROLLER 22314 NORMAL,bearing sph roller 22314 normal,CNMC-BRG-SPH-22314-NORMAL-05360,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9917.24,12,51
MAT-249406,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,BEARING SPH ROLLER 22218 NORMAL,bearing sph roller 22218 normal,CNMC-BRG-SPH-22218-NORMAL-05361,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9333.63,1,5
MAT-546876,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,GATE VALVE 2 INCH 600# A105 FLGD,gate valve 2 inch 600# a105 flgd,CNMC-VLV-GATE-2INCH-600#-A105-05362,GATE VALVE 2 INCH CLASS 600# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,23617.33,5,15
MAT-705082,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,"GATE VALVE 2 "" 600# A105 FLGD","gate valve 2 "" 600# a105 flgd",CNMC-VLV-GATE-2INCH-600#-A105-05362,GATE VALVE 2 INCH CLASS 600# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,25126.38,3,19
MAT-333133,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,FLANGE WNRF 4 INCH 300# A105,flange wnrf 4 inch 300# a105,CNMC-FLG-WNRF-4INCH-300#-A105-05363,FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 300# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,4504.76,5,14
MAT-623227,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,FLANGE WNRF 4 INCH 300# A105,flange wnrf 4 inch 300# a105,CNMC-FLG-WNRF-4INCH-300#-A105-05363,FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 300# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,4451.67,4,15
MAT-998112,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,BEARING SPH ROLLER 22316 NORMAL,bearing sph roller 22316 normal,CNMC-BRG-SPH-22316-NORMAL-05364,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,16284.04,25,109
MAT-747702,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,GATE VALVE 2 INCH 150# CF8M FLGD,gate valve 2 inch 150# cf8m flgd,CNMC-VLV-GATE-2INCH-150#-CF8M-05365,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,24496.31,5,12
MAT-836155,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,SWING CHECK VALVE 3 INCH 150# WCB,swing check valve 3 inch 150# wcb,CNMC-VLV-CHECK-3INCH-150#-WCB-05366,SWING CHECK NON RETURN VALVE 3 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,13397.52,51,172
MAT-401466,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,SPIRAL WOUND GASKET 3 INCH 300# SS304/GR,spiral wound gasket 3 inch 300# ss304/gr,CNMC-SEAL-SPRL-3INCH-300#-SS304-05367,SPIRAL WOUND METALLIC GASKET 3 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,574.91,76,367
MAT-394405,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,SPIRAL WOUND GASKET 8 INCH 150# SS304/GR,spiral wound gasket 8 inch 150# ss304/gr,CNMC-SEAL-SPRL-8INCH-150#-SS304-05368,SPIRAL WOUND METALLIC GASKET 8 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1371.49,118,283
MAT-160357,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,PRESSURE TRANSMITTER 0-10 BAR 4-20MA HAR,pressure transmitter 0-10 bar 4-20ma har,CNMC-INS-XMTR-PRESSURE-0-10BAR-4-20MAHART-05369,SMART PRESSURE TRANSMITTER RANGE 0-10 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,52015.04,0,5
MAT-170364,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,GATE VALVE 4 INCH 300# WCB FLGD,gate valve 4 inch 300# wcb flgd,CNMC-VLV-GATE-4INCH-300#-WCB-05370,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,45260.57,7,20
MAT-678784,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,SPIRAL WOUND GASKET 4 INCH 150# SS304/GR,spiral wound gasket 4 inch 150# ss304/gr,CNMC-SEAL-SPRL-4INCH-150#-SS304-05371,SPIRAL WOUND METALLIC GASKET 4 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,575.84,24,130
MAT-556638,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,GATE VALVE 6 INCH 150# WCB FLGD,gate valve 6 inch 150# wcb flgd,CNMC-VLV-GATE-6INCH-150#-WCB-05372,GATE VALVE 6 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,38138.61,0,2
MAT-999605,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,HEX HEAD BOLT M20 X 100MM GR 8.8,hex head bolt m20 x 100mm gr 8.8,CNMC-FAS-BOLT-M20X100MM-8.8-05373,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,135.14,42,153
MAT-875147,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,BEARING SPH ROLLER 22320K NORMAL,bearing sph roller 22320k normal,CNMC-BRG-SPH-22320K-NORMAL-05374,SPHERICAL ROLLER BEARING 100X215X73MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,30180.77,5,25
MAT-693571,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING SPH ROLLER 22218K C3,bearing sph roller 22218k c3,CNMC-BRG-SPH-22218K-C3-05375,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,7942.07,1,6
MAT-674886,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,Bearing Sph Rllr 22218K C3,bearing sph rllr 22218k c3,CNMC-BRG-SPH-22218K-C3-05375,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,9074.53,10,24
MAT-971090,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,FLANGE WNRF 4 INCH 300# A105,flange wnrf 4 inch 300# a105,CNMC-FLG-WNRF-4INCH-300#-A105-05376,FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 300# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4667.8,20,95
MAT-672979,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,BALL VALVE 4 INCH 150# CF8M FLGD,ball valve 4 inch 150# cf8m flgd,CNMC-VLV-BALL-4INCH-150#-CF8M-05377,3-PIECE BALL VALVE FULL BORE 4 INCH CLASS 150# FLANGED BODY CF8M PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,38380.69,1,4
MAT-149151,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,BEARING BALL 6312 OPEN C3,bearing ball 6312 open c3,CNMC-BRG-DGBB-6312-OPEN-05378,DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,3190.78,5,19
MAT-625989,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,BEARING SPH ROLLER 22220 NORMAL,bearing sph roller 22220 normal,CNMC-BRG-SPH-22220-NORMAL-05379,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10282.0,5,14
MAT-625560,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,GATE VALVE 1 INCH 150# A105 FLGD,gate valve 1 inch 150# a105 flgd,CNMC-VLV-GATE-1INCH-150#-A105-05380,GATE VALVE 1 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6253.77,16,50
MAT-741651,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,CONTACTOR 70A 3P 230VAC 3TF48,contactor 70a 3p 230vac 3tf48,CNMC-ELE-CONT-70A-3TF48-230V-05381,3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,8700.98,4,12
MAT-754268,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,PRESSURE GAUGE 0-10 KG/CM2 DIAL 100MM,pressure gauge 0-10 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-10KGCM2-100MM-05382,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-10 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2868.31,30,107
MAT-374781,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,GATE VALVE 2 INCH 150# A105 FLGD,gate valve 2 inch 150# a105 flgd,CNMC-VLV-GATE-2INCH-150#-A105-05383,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,7890.69,34,115
MAT-773955,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,PRESSURE GAUGE 0-100 KG/CM2 DIAL 150MM,pressure gauge 0-100 kg/cm2 dial 150mm,CNMC-INS-GAUGE-0-100KGCM2-150MM-05384,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4974.97,12,30
MAT-629100,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,TEMPERATURE TRANSMITTER 0-400 DEG C 4-20,temperature transmitter 0-400 deg c 4-20,CNMC-INS-XMTR-TEMPERATURE-0-400DEGC-4-20MAHART-05385,SMART TEMPERATURE TRANSMITTER RANGE 0-400 DEG C OUTPUT 4-20MA HART DIAPHRAGM HEAD MOUNT PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,26468.19,5,24
MAT-349784,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,Temperature Xmtr 0-400 Deg C 4-20Ma Hart,temperature xmtr 0-400 deg c 4-20ma hart,CNMC-INS-XMTR-TEMPERATURE-0-400DEGC-4-20MAHART-05385,SMART TEMPERATURE TRANSMITTER RANGE 0-400 DEG C OUTPUT 4-20MA HART DIAPHRAGM HEAD MOUNT PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,22895.08,14,55
MAT-868746,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING BALL 6305 OPEN C3,bearing ball 6305 open c3,CNMC-BRG-DGBB-6305-OPEN-05386,DEEP GROOVE BALL BEARING 25X62X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,432.95,22,58
MAT-337770,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,CABLE LT XLPE 1.1KV 3.5C X 120 SQMM AL A,cable lt xlpe 1.1kv 3.5c x 120 sqmm al a,CNMC-CBL-LTXLPE-3.5CX120SQMM-1.1KV-05387,1.1KV GRADE 3.5C X 120 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,2309.25,3,12
MAT-160782,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MECH SEAL 55MM API 682 PLAN 53A SIC/SIC,mech seal 55mm api 682 plan 53a sic/sic,CNMC-ROT-MECHSEAL-55MM-05388,CENTRIFUGAL PUMP SPARE MECH SEAL SIZE 55MM SPECIFICATION API 682 PLAN 53A SIC/SIC API 610 / API 682 COMPLIANT,PUMPS-ROTATING-SPARES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,70043.42,1,3
MAT-288082,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,BEARING BALL 6306 OPEN C3,bearing ball 6306 open c3,CNMC-BRG-DGBB-6306-OPEN-05389,DEEP GROOVE BALL BEARING 30X72X19MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,706.25,3,8
MAT-146652,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING BALL 6308 OPEN C3,bearing ball 6308 open c3,CNMC-BRG-DGBB-6308-OPEN-05390,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1123.34,14,34
MAT-188423,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,BEARING SPH ROLLER 22218K C3,bearing sph roller 22218k c3,CNMC-BRG-SPH-22218K-C3-05391,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9771.23,17,41
MAT-715388,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,CARTRIDGE FILTER 10 MICRON 10 INCH PP,cartridge filter 10 micron 10 inch pp,CNMC-FLTR-CART-10MICRON-10INCH-PP-05392,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,276.4,30,103
MAT-356325,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,GATE VALVE 4 INCH 150# WCB FLGD,gate valve 4 inch 150# wcb flgd,CNMC-VLV-GATE-4INCH-150#-WCB-05393,GATE VALVE 4 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,22401.93,6,17
MAT-509120,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,SPIRAL WOUND GASKET 6 INCH 150# SS304/GR,spiral wound gasket 6 inch 150# ss304/gr,CNMC-SEAL-SPRL-6INCH-150#-SS304-05394,SPIRAL WOUND METALLIC GASKET 6 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,762.72,34,103
