material_id,cpse_name,sector,plant,legacy_material_code,material_description,short_description,material_category,material_subcategory,technical_specification,material_grade,size,manufacturer,manufacturer_part_number,uom,unit_price,currency,annual_consumption,lead_time_days,criticality,procurement_type,supplier,last_purchase_date,status,canonical_material_id,common_national_material_code,duplicate_group_id,equivalence_group_id,match_type,equivalence_label,standardized_description,standardized_specification
MAT-ST-009515,SAIL,Steel,SAIL-PLANT-06,ST-528181,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Bharat Engineering,MP-38130,PC,23788.82,INR,2280,6,MEDIUM,Domestic,Supplier B,2024-04-29,ACTIVE,CAN-ST-00109,NMC-ST-00109,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009516,SAIL,Steel,SAIL-PLANT-05,ST-743784,415V Induction Motor 30 kW,415V Induction Motor 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-48929,EA,46477.13,INR,4987,75,MEDIUM,Imported,Supplier A,2026-03-12,BLOCKED,CAN-ST-00509,NMC-ST-00509,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009517,MOIL,Steel,MOIL-PLANT-05,ST-980398,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Precision Works,MP-45953,PC,103694.3,INR,1715,21,LOW,Rate Contract,Supplier C,2025-02-18,ACTIVE,CAN-ST-00389,NMC-ST-00389,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009518,NMDC,Steel,NMDC-PLANT-01,ST-702092,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Bharat Engineering,MP-93194,NOS,144941.47,INR,3899,16,MEDIUM,Domestic,Supplier B,2024-02-20,BLOCKED,CAN-ST-00131,NMC-ST-00131,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009519,SAIL,Steel,SAIL-PLANT-07,ST-956310,Induction Motor SMLS 415V 30 kW,Induction Motor SMLS 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,ABC Industries,MP-74444,NOS,198147.21,INR,3416,73,HIGH,Domestic,Supplier A,2026-07-05,ACTIVE,CAN-ST-00543,NMC-ST-00543,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009520,NMDC,Steel,NMDC-PLANT-06,ST-440298,"High Alumina Brick, Al2O3 >70%, 230x114x65 mm","High Alumina Brick, Al2O3 >70%, 230x114x",Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,National Components,MP-81830,KG,61784.94,INR,2066,37,MEDIUM,Rate Contract,Supplier C,2023-01-26,ACTIVE,CAN-ST-00159,NMC-ST-00159,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009521,RINL,Steel,RINL-PLANT-04,ST-479199,"HYDRAULIC HOSE, SAE 100R2AT, 1 INCH","HYDRAULIC HOSE, SAE 100R2AT, 1 INCH",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,National Components,MP-26226,PC,203786.02,INR,3257,82,CRITICAL,Rate Contract,Supplier C,2024-01-17,BLOCKED,CAN-ST-00369,NMC-ST-00369,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009522,NMDC,Steel,NMDC-PLANT-02,ST-520914,415V Induction Motor DIA 30 kW,415V Induction Motor DIA 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,OEM Equivalent,MP-86496,M,86391.42,INR,1558,64,MEDIUM,Domestic,Supplier D,2025-09-12,ACTIVE,CAN-ST-00539,NMC-ST-00539,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009523,NMDC,Steel,NMDC-PLANT-03,ST-722731,15 kW Helical Gearbox DIA 20:1,15 kW Helical Gearbox DIA 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,National Components,MP-41459,LTR,114899.8,INR,1984,85,HIGH,Imported,Supplier A,2023-04-18,ACTIVE,CAN-ST-00296,NMC-ST-00296,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-009524,MOIL,Steel,MOIL-PLANT-04,ST-643847,EP1000/4 Conveyor Belt DIA 1200 mm,EP1000/4 Conveyor Belt DIA 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-35441,M,225955.53,INR,1108,15,MEDIUM,Imported,Supplier B,2022-10-20,BLOCKED,CAN-ST-00410,NMC-ST-00410,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009525,RINL,Steel,RINL-PLANT-02,ST-391282,Induction Motor SMLS 415V 30 kW,Induction Motor SMLS 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-82406,NOS,76133.45,INR,619,44,MEDIUM,Domestic,Supplier A,2026-08-19,BLOCKED,CAN-ST-00561,NMC-ST-00561,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009526,SAIL,Steel,SAIL-PLANT-03,ST-727828,"Hydraulic Hose, SAE 100R2AT, 1 inch","Hydraulic Hose, SAE 100R2AT, 1 inch",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,ABC Industries,MP-93168,NOS,121825.59,INR,1499,28,CRITICAL,Rate Contract,Supplier B,2024-11-20,ACTIVE,CAN-ST-00309,NMC-ST-00309,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009527,MOIL,Steel,MOIL-PLANT-07,ST-553557,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,ABC Industries,MP-67698,LTR,216728.78,INR,4568,49,LOW,Domestic,Supplier B,2022-08-18,ACTIVE,CAN-ST-00322,NMC-ST-00322,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009528,SAIL,Steel,SAIL-PLANT-03,ST-227234,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT Hydraulic Hose 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-95431,LTR,98100.51,INR,835,47,CRITICAL,Domestic,Supplier D,2025-07-18,ACTIVE,CAN-ST-00324,NMC-ST-00324,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009529,MOIL,Steel,MOIL-PLANT-06,ST-918666,Conveyor Belt EP1000/4 1200 mm,Conveyor Belt EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-45642,MTR,108801.56,INR,1959,9,CRITICAL,Domestic,Supplier D,2024-03-29,BLOCKED,CAN-ST-00453,NMC-ST-00453,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009530,RINL,Steel,RINL-PLANT-06,ST-676434,CS Process Pump 80 m3/h,CS Process Pump 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,Bharat Engineering,MP-14754,EA,66306.28,INR,4764,40,HIGH,Domestic,Supplier B,2026-06-04,ACTIVE,CAN-ST-00629,NMC-ST-00629,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-009531,MOIL,Steel,MOIL-PLANT-04,ST-272043,EP1000/4 Conveyor Belt DIA 1200 mm,EP1000/4 Conveyor Belt DIA 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-55207,LTR,61220.56,INR,1727,22,MEDIUM,Rate Contract,Supplier B,2025-12-05,BLOCKED,CAN-ST-00470,NMC-ST-00470,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009532,NMDC,Steel,NMDC-PLANT-05,ST-401307,EP1000/4 Conveyor Belt 1200 mm,EP1000/4 Conveyor Belt 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-47235,M,11100.89,INR,2280,64,LOW,Rate Contract,Supplier B,2022-11-28,BLOCKED,CAN-ST-00435,NMC-ST-00435,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009533,SAIL,Steel,SAIL-PLANT-05,ST-865230,E7018 Welding Electrode 3.15 mm,E7018 Welding Electrode 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-97026,KG,82209.98,INR,3955,52,LOW,Rate Contract,Supplier D,2026-04-14,ACTIVE,CAN-ST-00702,NMC-ST-00702,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009534,NMDC,Steel,NMDC-PLANT-02,ST-726147,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Precision Works,MP-57638,LTR,99528.33,INR,2002,32,HIGH,Imported,Supplier B,2025-12-17,ACTIVE,CAN-ST-00334,NMC-ST-00334,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009535,MOIL,Steel,MOIL-PLANT-06,ST-274252,Helical Gearbox 15 kW 20:1,Helical Gearbox 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Bharat Engineering,MP-85049,M,99760.5,INR,2931,26,MEDIUM,Rate Contract,Supplier C,2025-03-18,ACTIVE,CAN-ST-00288,NMC-ST-00288,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-009536,MOIL,Steel,MOIL-PLANT-08,ST-683932,High Alumina Brick SMLS Al2O3 >70% 230x114x65 mm,High Alumina Brick SMLS Al2O3 >70% 230x1,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-70269,M,145589.55,INR,3118,32,HIGH,Rate Contract,Supplier B,2023-08-19,BLOCKED,CAN-ST-00125,NMC-ST-00125,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009537,SAIL,Steel,SAIL-PLANT-01,ST-209136,Process Pump CS 80 m3/h,Process Pump CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,OEM Equivalent,MP-63516,NOS,177544.48,INR,3403,53,HIGH,Domestic,Supplier C,2026-01-30,ACTIVE,CAN-ST-00615,NMC-ST-00615,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,CS Process Pump 80 m3/h,API 610
MAT-ST-009538,MOIL,Steel,MOIL-PLANT-01,ST-632884,"HIGH ALUMINA BRICK, AL2O3 >70%, 230X114X65 MM","HIGH ALUMINA BRICK, AL2O3 >70%, 230X114X",Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-40871,EA,78908.5,INR,2234,67,LOW,Domestic,Supplier C,2023-10-19,ACTIVE,CAN-ST-00198,NMC-ST-00198,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009539,MOIL,Steel,MOIL-PLANT-07,ST-501115,Conveyor Belt - EP1000/4 - 1200 mm,Conveyor Belt - EP1000/4 - 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-24206,M,242.16,INR,3031,5,CRITICAL,Imported,Supplier C,2023-08-12,BLOCKED,CAN-ST-00488,NMC-ST-00488,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009540,RINL,Steel,RINL-PLANT-07,ST-894289,EP1000/4 Conveyor Belt 1200 mm,EP1000/4 Conveyor Belt 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-92341,MTR,26722.67,INR,3472,83,LOW,Domestic,Supplier A,2025-01-18,ACTIVE,CAN-ST-00491,NMC-ST-00491,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-009541,NMDC,Steel,NMDC-PLANT-07,ST-136330,6312 ZZ Deep Groove Ball BRG 6312,6312 ZZ Deep Groove Ball BRG 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,OEM Equivalent,MP-11809,NOS,185633.8,INR,3137,48,MEDIUM,Domestic,Supplier B,2026-06-05,ACTIVE,CAN-ST-00067,NMC-ST-00067,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009542,RINL,Steel,RINL-PLANT-06,ST-544127,"Deep  Groove  Ball  Bearing,  6312  ZZ,  6312","Deep  Groove  Ball  Bearing,  6312  ZZ, ",Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-19212,KG,110514.47,INR,4293,7,CRITICAL,Domestic,Supplier B,2022-10-08,BLOCKED,CAN-ST-00026,NMC-ST-00026,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009543,NMDC,Steel,NMDC-PLANT-06,ST-208172,"Deep Groove Ball Bearing, 6312 ZZ, 6312","Deep Groove Ball Bearing, 6312 ZZ, 6312",Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Precision Works,MP-28855,EA,238822.75,INR,712,88,MEDIUM,Rate Contract,Supplier B,2024-07-04,ACTIVE,CAN-ST-00012,NMC-ST-00012,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009544,MOIL,Steel,MOIL-PLANT-06,ST-947569,"Helical Gearbox, 15 kW, 20:1","Helical Gearbox, 15 kW, 20:1",Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Bharat Engineering,MP-39596,MTR,135733.53,INR,1335,64,LOW,Imported,Supplier C,2026-07-05,ACTIVE,CAN-ST-00269,NMC-ST-00269,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-009545,SAIL,Steel,SAIL-PLANT-07,ST-383317,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Precision Works,MP-23835,KG,39212.03,INR,2215,38,HIGH,Imported,Supplier C,2025-11-26,ACTIVE,CAN-ST-00358,NMC-ST-00358,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009546,NMDC,Steel,NMDC-PLANT-02,ST-343884,Helical Gearbox SMLS 15 kW 20:1,Helical Gearbox SMLS 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Precision Works,MP-65029,LTR,203328.66,INR,159,6,LOW,Domestic,Supplier A,2026-07-08,BLOCKED,CAN-ST-00266,NMC-ST-00266,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-009547,SAIL,Steel,SAIL-PLANT-06,ST-712005,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Precision Works,MP-85003,LTR,88251.61,INR,538,18,HIGH,Domestic,Supplier C,2024-11-16,BLOCKED,CAN-ST-00159,NMC-ST-00159,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009548,MOIL,Steel,MOIL-PLANT-03,ST-274595,"Induction Motor, 415V, 30 kW","Induction Motor, 415V, 30 kW",Motors,Induction Motor,IEC 60034,415V,30 kW,Precision Works,MP-81262,LTR,205576.55,INR,3628,65,LOW,Imported,Supplier D,2025-06-10,ACTIVE,CAN-ST-00547,NMC-ST-00547,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009549,RINL,Steel,RINL-PLANT-02,ST-905141,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-16372,M,19419.5,INR,4864,25,HIGH,Rate Contract,Supplier D,2023-04-21,BLOCKED,CAN-ST-00121,NMC-ST-00121,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009550,RINL,Steel,RINL-PLANT-04,ST-268172,Deep Groove Ball Bearing - 6312 ZZ - 6312,Deep Groove Ball Bearing - 6312 ZZ - 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,OEM Equivalent,MP-95985,EA,122579.9,INR,3641,76,MEDIUM,Domestic,Supplier A,2026-05-14,ACTIVE,CAN-ST-00039,NMC-ST-00039,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009551,MOIL,Steel,MOIL-PLANT-03,ST-149250,E7018 Welding Electrode 3.15 mm,E7018 Welding Electrode 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,OEM Equivalent,MP-52911,M,225650.91,INR,1152,75,CRITICAL,Domestic,Supplier B,2024-01-03,BLOCKED,CAN-ST-00741,NMC-ST-00741,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009552,SAIL,Steel,SAIL-PLANT-06,ST-822145,Deep Groove Ball Bearing - 6312 ZZ - 6312,Deep Groove Ball Bearing - 6312 ZZ - 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Bharat Engineering,MP-69586,MTR,107865.52,INR,3579,75,LOW,Domestic,Supplier B,2023-11-02,BLOCKED,CAN-ST-00002,NMC-ST-00002,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009553,MOIL,Steel,MOIL-PLANT-07,ST-398849,Welding Electrode SMLS E7018 3.15 mm,Welding Electrode SMLS E7018 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-60028,PC,152500.61,INR,627,81,HIGH,Domestic,Supplier C,2024-01-17,ACTIVE,CAN-ST-00782,NMC-ST-00782,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009554,RINL,Steel,RINL-PLANT-05,ST-100350,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-19208,PC,21380.61,INR,2427,52,HIGH,Rate Contract,Supplier D,2025-08-01,ACTIVE,CAN-ST-00338,NMC-ST-00338,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-009555,MOIL,Steel,MOIL-PLANT-07,ST-621091,E7018 WELDING ELECTRODE 3.15 MM,E7018 WELDING ELECTRODE 3.15 MM,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,OEM Equivalent,MP-71340,LTR,204884.32,INR,1681,41,LOW,Imported,Supplier D,2025-12-25,BLOCKED,CAN-ST-00766,NMC-ST-00766,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009556,NMDC,Steel,NMDC-PLANT-03,ST-920516,High Alumina Brick SMLS Al2O3 >70% 230x114x65 mm,High Alumina Brick SMLS Al2O3 >70% 230x1,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-48012,NOS,89297.06,INR,1089,20,HIGH,Imported,Supplier C,2024-03-26,ACTIVE,CAN-ST-00165,NMC-ST-00165,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009557,RINL,Steel,RINL-PLANT-03,ST-233601,Deep Groove Ball Bearing - 6312 ZZ - 6312,Deep Groove Ball Bearing - 6312 ZZ - 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Bharat Engineering,MP-65555,EA,185667.07,INR,3238,67,CRITICAL,Imported,Supplier B,2026-02-18,BLOCKED,CAN-ST-00095,NMC-ST-00095,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009558,SAIL,Steel,SAIL-PLANT-07,ST-513110,Deep Groove Ball Bearing SMLS 6312 ZZ 6312,Deep Groove Ball Bearing SMLS 6312 ZZ 63,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Bharat Engineering,MP-91403,NOS,10199.81,INR,4088,77,LOW,Rate Contract,Supplier B,2024-01-23,ACTIVE,CAN-ST-00014,NMC-ST-00014,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-009559,MOIL,Steel,MOIL-PLANT-06,ST-737742,Induction Motor 415V 30 kW,Induction Motor 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-29381,NOS,34471.21,INR,1153,68,HIGH,Domestic,Supplier C,2023-04-09,BLOCKED,CAN-ST-00586,NMC-ST-00586,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,415V Induction Motor 30 kW,IEC 60034
MAT-ST-009560,MOIL,Steel,MOIL-PLANT-01,ST-567902,"Welding Electrode, E7018, 3.15 mm","Welding Electrode, E7018, 3.15 mm",Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,OEM Equivalent,MP-79945,M,55959.63,INR,3093,43,LOW,Imported,Supplier A,2026-07-30,BLOCKED,CAN-ST-00764,NMC-ST-00764,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009561,RINL,Steel,RINL-PLANT-06,ST-116625,Process Pump SMLS CS 80 m3/h,Process Pump SMLS CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,OEM Equivalent,MP-78019,MTR,88993.17,INR,2078,79,LOW,Domestic,Supplier C,2025-07-23,ACTIVE,CAN-ST-00653,NMC-ST-00653,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-009562,SAIL,Steel,SAIL-PLANT-07,ST-800659,E7018 Welding Electrode 3.15 mm,E7018 Welding Electrode 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,OEM Equivalent,MP-80547,NOS,36449.02,INR,2282,59,HIGH,Imported,Supplier D,2023-09-06,ACTIVE,CAN-ST-00767,NMC-ST-00767,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009563,MOIL,Steel,MOIL-PLANT-08,ST-287042,Welding Electrode - E7018 - 3.15 mm,Welding Electrode - E7018 - 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-10623,NOS,95211.96,INR,1104,27,HIGH,Domestic,Supplier B,2024-09-19,ACTIVE,CAN-ST-00783,NMC-ST-00783,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009564,RINL,Steel,RINL-PLANT-05,ST-637822,"High Alumina Brick, Al2O3 >70%, 230x114x65 mm","High Alumina Brick, Al2O3 >70%, 230x114x",Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,National Components,MP-28884,PC,173391.56,INR,4975,61,CRITICAL,Domestic,Supplier D,2023-05-15,ACTIVE,CAN-ST-00133,NMC-ST-00133,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-009565,RINL,Steel,RINL-PLANT-07,ST-823385,Welding Electrode SMLS E7018 3.15 mm,Welding Electrode SMLS E7018 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-94079,M,81304.7,INR,3509,65,MEDIUM,Domestic,Supplier A,2025-09-15,ACTIVE,CAN-ST-00748,NMC-ST-00748,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-009566,RINL,Steel,RINL-PLANT-06,ST-816296,High Alumina Brick Al2O3 >70% 230x114x65 mm,High Alumina Brick Al2O3 >70% 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Precision Works,MP-51389,PC,197913.39,INR,2205,25,MEDIUM,Rate Contract,Supplier C,2026-06-30,BLOCKED,CAN-ST-00129,NMC-ST-00129,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
